Index,FTSEMIB.MI.Open,FTSEMIB.MI.High,FTSEMIB.MI.Low,FTSEMIB.MI.Close,FTSEMIB.MI.Volume,FTSEMIB.MI.Adjusted
21/02/2012,16779,16790,16546,16711,912087500,16711
22/02/2012,16723,16764,16549,16558,894904200,16558
23/02/2012,16536,16655,16239,16312,891830100,16312
24/02/2012,16402,16511,16317,16488,781892400,16488
27/02/2012,16383,16392,16143,16309,829744100,16309
28/02/2012,16371,16456,16165,16345,857327700,16345
29/02/2012,16402,16600,16328,16351,1093506000,16351
1/03/2012,16327,16831,16260,16831,1216297400,16831
2/03/2012,16888,16986,16792,16903,985461400,16903
5/03/2012,16856,16915,16620,16787,667892800,16787
6/03/2012,16707,16717,16218,16218,810319500,16218
7/03/2012,16187,16435,16169,16399,875945800,16399
8/03/2012,16572,16668,16392,16664,1111058000,16664
9/03/2012,16704,16721,16432,16479,947188400,16479
12/03/2012,16420,16601,16354,16457,932655800,16457
13/03/2012,16582,16816,16562,16799,926049200,16799
14/03/2012,16899,17053,16799,16850,1054789400,16850
15/03/2012,16867,16993,16765,16993,867035600,16993
16/03/2012,17028,17097,16892,17082,1145551000,17082
19/03/2012,17068,17159,16964,17133,750817700,17133
20/03/2012,17085,17113,16903,16954,630502900,16954
21/03/2012,16986,17060,16618,16735,755147500,16735
22/03/2012,16733,16745,16336,16451,730779700,16451
23/03/2012,16496,16557,16216,16485,883840200,16485
26/03/2012,16547,16669,16318,16619,712486300,16619
27/03/2012,16716,16794,16494,16499,755582600,16499
28/03/2012,16455,16632,16425,16452,863641300,16452
29/03/2012,16397,16478,15897,15909,1187737300,15909
30/03/2012,16009,16052,15782,15980,1129672300,15980
2/04/2012,15978,15986,15671,15949,930416000,15949
3/04/2012,15884,16014,15624,15624,982493800,15624
4/04/2012,15580,15641,15246,15246,1003593500,15246
5/04/2012,15265,15362,14920,15216,1115410200,15216
10/04/2012,14981,15007,14448,14459,993548800,14459
11/04/2012,14479,14856,14368,14690,1026398900,14690
12/04/2012,14743,14893,14413,14870,987024400,14870
13/04/2012,14800,14863,14292,14360,895662100,14360
16/04/2012,14270,14709,14259,14411,831388500,14411
17/04/2012,14357,14957,14346,14942,926626200,14942
18/04/2012,14905,14944,14531,14580,871731800,14580
19/04/2012,14678,14769,14287,14287,952677300,14287
20/04/2012,14273,14490,14146,14402,883294000,14402
23/04/2012,14213,14214,13835,13850,889960300,13850
24/04/2012,13952,14195,13829,14193,859113600,14193
25/04/2012,14247,14724,14247,14606,806624700,14606
26/04/2012,14633,14780,14347,14510,783456600,14510
27/04/2012,14345,14811,14234,14779,846200500,14779
30/04/2012,14868,14913,14563,14592,624410600,14592
2/05/2012,14769,14820,14146,14213,872463100,14213
3/05/2012,14324,14437,14075,14118,859818400,14118
4/05/2012,14107,14299,13850,13919,704411800,13919
7/05/2012,13617,14306,13584,14275,703698000,14275
8/05/2012,14224,14316,13866,13937,833514700,13937
9/05/2012,14020,14059,13592,13772,1003905500,13772
10/05/2012,13904,14129,13638,14005,1250760100,14005
11/05/2012,13878,14071,13785,14045,906032000,14045
14/05/2012,13867,13876,13532,13661,947507300,13661
15/05/2012,13740,13840,13264,13311,1080119200,13311
16/05/2012,13197,13508,13049,13284,1054968400,13284
17/05/2012,13315,13339,12932,13089,893211100,13089
18/05/2012,12919,13321,12863,13049,1010126300,13049
21/05/2012,12842,13080,12782,13012,780045800,13012
22/05/2012,13146,13500,13134,13456,970336700,13456
23/05/2012,13273,13313,12906,12961,854753500,12961
24/05/2012,13093,13157,12802,13108,838664700,13108
25/05/2012,13127,13291,13000,13155,755863100,13155
28/05/2012,13259,13318,13019,13057,578453800,13057
29/05/2012,13152,13204,12956,13107,849514400,13107
30/05/2012,13013,13168,12795,12873,1014777300,12873
31/05/2012,12939,13036,12765,12874,881694700,12874
1/06/2012,12919,12953,12568,12740,860889100,12740
4/06/2012,12644,13044,12635,12892,734316000,12892
5/06/2012,12999,13075,12851,12974,777390500,12974
6/06/2012,13086,13427,13012,13427,1132498200,13427
7/06/2012,13433,13703,13375,13545,1016754900,13545
8/06/2012,13398,13519,13229,13445,961817800,13445
11/06/2012,13727,13779,13071,13071,1280343200,13071
12/06/2012,13039,13115,12798,12980,1201217200,12980
13/06/2012,13001,13123,12810,12895,982319600,12895
14/06/2012,12881,13085,12732,13085,850860000,13085
15/06/2012,13162,13412,13143,13391,1733440900,13391
18/06/2012,13530,13555,12972,13010,948671800,13010
19/06/2012,13048,13464,12897,13445,1066260100,13445
20/06/2012,13437,13790,13414,13732,986132000,13732
21/06/2012,13654,13997,13599,13752,1169436500,13752
22/06/2012,13625,13939,13587,13663,1239935900,13663
25/06/2012,13612,13633,13104,13114,863287900,13114
26/06/2012,13124,13253,12914,12968,859046700,12968
27/06/2012,13055,13342,12968,13303,691880300,13303
28/06/2012,13333,13444,13129,13391,830634600,13391
29/06/2012,13762,14274,13690,14274,1292116600,14274
2/07/2012,14276,14512,14173,14309,1008942400,14309
3/07/2012,14337,14517,14302,14494,744287100,14494
4/07/2012,14479,14506,14263,14381,579523000,14381
5/07/2012,14399,14488,13860,14089,1084756300,14089
6/07/2012,14033,14087,13732,13732,747409800,13732
9/07/2012,13703,13892,13601,13813,743454400,13813
10/07/2012,13837,14103,13719,13868,677345300,13868
11/07/2012,13793,13922,13731,13861,562527800,13861
12/07/2012,13803,13814,13500,13584,655531500,13584
13/07/2012,13615,13764,13472,13715,631937000,13715
16/07/2012,13675,13760,13549,13665,475685600,13665
17/07/2012,13707,13822,13502,13537,592801000,13537
18/07/2012,13606,13621,13405,13594,703533100,13594
19/07/2012,13654,13698,13496,13667,727569900,13667
20/07/2012,13621,13657,13004,13067,1019484500,13067
23/07/2012,12856,12890,12389,12706,1107555000,12706
24/07/2012,12745,12788,12300,12363,637107700,12363
25/07/2012,12358,12656,12296,12507,570486500,12507
26/07/2012,12513,13210,12430,13210,894904100,13210
27/07/2012,13298,13611,13086,13597,836307600,13597
30/07/2012,13665,13987,13659,13978,753487700,13978
31/07/2012,13981,14111,13742,13891,742684800,13891
1/08/2012,13849,13986,13763,13929,555080200,13929
2/08/2012,13944,14338,13283,13283,1087460300,13283
3/08/2012,13406,14125,13205,14125,971088100,14125
6/08/2012,14102,14406,13973,14342,804992700,14342
7/08/2012,14322,14718,14260,14656,846816300,14656
8/08/2012,14639,14714,14470,14665,718561400,14665
9/08/2012,14737,14789,14471,14654,695037600,14654
10/08/2012,14557,14630,14434,14549,445733800,14549
13/08/2012,14533,14702,14477,14533,458032300,14533
14/08/2012,14606,14678,14579,14657,385221600,14657
16/08/2012,14665,14953,14628,14930,745064500,14930
17/08/2012,15055,15224,15005,15125,1067792400,15125
20/08/2012,15141,15346,14763,14972,1216203600,14972
21/08/2012,15058,15349,15044,15330,897699600,15330
22/08/2012,15224,15359,15118,15161,863520100,15161
23/08/2012,15276,15335,14855,14954,713212200,14954
24/08/2012,14946,14959,14709,14881,588920700,14881
27/08/2012,14871,15059,14801,15013,431286000,15013
28/08/2012,14951,15081,14905,14993,517721200,14993
29/08/2012,15028,15076,14881,14944,646055700,14944
30/08/2012,14896,15002,14722,14781,491390600,14781
31/08/2012,14807,15125,14773,15101,758471100,15101
3/09/2012,15068,15275,15040,15267,494292300,15267
4/09/2012,15297,15383,15186,15223,662296200,15223
5/09/2012,15220,15311,15022,15128,664895600,15128
6/09/2012,15190,15789,15141,15780,1359415500,15780
7/09/2012,15940,16195,15900,16110,1749693100,16110
10/09/2012,16100,16160,15975,16092,951238500,16092
11/09/2012,15985,16243,15843,16227,977736200,16227
12/09/2012,16263,16505,16201,16420,1284167000,16420
13/09/2012,16450,16467,16119,16244,907958700,16244
14/09/2012,16616,16695,16493,16624,1093863600,16624
17/09/2012,16524,16572,16403,16470,797031700,16470
18/09/2012,16366,16394,16043,16076,917456500,16076
19/09/2012,16129,16250,15958,16100,918753900,16100
20/09/2012,15945,16046,15734,15830,913404700,15830
21/09/2012,15920,16065,15849,15991,1025066200,15991
24/09/2012,15807,15923,15720,15867,513138900,15867
25/09/2012,15865,15980,15625,15933,641291600,15933
26/09/2012,15759,15780,15330,15408,826990400,15408
27/09/2012,15505,15554,15355,15450,744255100,15450
28/09/2012,15557,15568,15096,15096,767790400,15096
1/10/2012,15066,15523,15056,15523,702537900,15523
2/10/2012,15438,15712,15356,15496,779245700,15496
3/10/2012,15435,15623,15405,15535,575081100,15535
4/10/2012,15609,15659,15415,15511,659019900,15511
5/10/2012,15592,15904,15523,15876,755958900,15876
8/10/2012,15729,15739,15559,15562,509721100,15562
9/10/2012,15590,15717,15435,15505,723840300,15505
10/10/2012,15442,15531,15378,15441,588965900,15441
11/10/2012,15339,15690,15306,15634,773327700,15634
12/10/2012,15576,15701,15512,15512,678358700,15512
15/10/2012,15502,15717,15500,15591,539501600,15591
16/10/2012,15695,15985,15612,15985,881187700,15985
17/10/2012,16041,16234,15970,16234,978033800,16234
18/10/2012,16248,16281,15990,16185,989622500,16185
19/10/2012,16148,16197,15848,15862,764928100,15862
22/10/2012,15862,16024,15726,15867,674054500,15867
23/10/2012,15920,15923,15499,15579,684264700,15579
24/10/2012,15618,15772,15408,15707,649201000,15707
25/10/2012,15690,15841,15528,15528,688334400,15528
26/10/2012,15406,15637,15323,15585,721323300,15585
29/10/2012,15492,15492,15263,15349,554217600,15349
30/10/2012,15411,15531,15408,15522,448057700,15522
31/10/2012,15581,15715,15540,15540,576230800,15540
1/11/2012,15485,15813,15427,15807,508139600,15807
2/11/2012,15802,15892,15681,15769,581088300,15769
5/11/2012,15675,15702,15468,15544,452500900,15544
6/11/2012,15559,15692,15523,15684,394168900,15684
7/11/2012,15800,15811,15288,15292,666042400,15292
8/11/2012,15382,15393,15092,15194,688931200,15194
9/11/2012,15210,15244,14965,15181,682681400,15181
12/11/2012,15181,15264,15073,15122,681410200,15122
13/11/2012,15047,15361,14973,15333,874358400,15333
14/11/2012,15307,15410,15191,15253,768600400,15253
15/11/2012,15150,15269,15122,15163,575576600,15163
16/11/2012,15156,15199,14856,14856,702126700,14856
19/11/2012,14999,15309,14942,15309,534691600,15309
20/11/2012,15218,15304,15130,15270,492165500,15270
21/11/2012,15195,15432,15183,15395,585048100,15395
22/11/2012,15432,15570,15406,15554,355435200,15554
23/11/2012,15576,15656,15431,15636,423654700,15636
26/11/2012,15599,15649,15506,15520,408325100,15520
27/11/2012,15632,15687,15407,15480,502704600,15480
28/11/2012,15439,15482,15257,15453,610906500,15453
29/11/2012,15593,15888,15554,15888,847883100,15888
30/11/2012,15865,15940,15808,15808,656365500,15808
3/12/2012,15869,16107,15838,15876,676664400,15876
4/12/2012,15873,16074,15862,16042,792996000,16042
5/12/2012,16142,16214,15872,15954,899214100,15954
6/12/2012,16034,16105,15632,15835,949061400,15835
7/12/2012,15846,15900,15567,15699,675954400,15699
10/12/2012,15427,15427,15104,15354,1065032000,15354
11/12/2012,15400,15612,15262,15586,639280500,15586
12/12/2012,15627,15786,15576,15765,698088000,15765
13/12/2012,15837,15927,15713,15866,791121500,15866
14/12/2012,15891,15941,15811,15908,605525800,15908
17/12/2012,15942,16023,15817,16005,804036800,16005
18/12/2012,16075,16160,16022,16155,995086200,16155
19/12/2012,16214,16361,16165,16333,973895600,16333
20/12/2012,16251,16421,16229,16399,812232100,16399
21/12/2012,16275,16356,16212,16334,876631200,16334
27/12/2012,16367,16503,16365,16408,673748300,16408
28/12/2012,16450,16485,16273,16273,556289200,16273
2/01/2013,16583,16893,16573,16893,998288200,16893
3/01/2013,16867,16915,16782,16910,754308800,16910
4/01/2013,16898,16970,16796,16960,1521378100,16960
7/01/2013,16993,17103,16873,16896,1992093900,16896
8/01/2013,16851,17082,16815,16951,1340577700,16951
9/01/2013,17039,17326,17035,17326,1640638400,17326
10/01/2013,17398,17562,17232,17451,1603462200,17451
11/01/2013,17529,17550,17334,17502,1089950600,17502
14/01/2013,17576,17684,17271,17391,1326830300,17391
15/01/2013,17333,17490,17295,17468,1084055600,17468
16/01/2013,17430,17450,17196,17340,1095451900,17340
17/01/2013,17344,17587,17324,17587,923613300,17587
18/01/2013,17697,17709,17483,17554,977538700,17554
21/01/2013,17595,17638,17480,17632,623066600,17632
22/01/2013,17632,17765,17394,17716,1364301800,17716
23/01/2013,17750,17753,17555,17579,1547466500,17579
24/01/2013,17531,17766,17456,17757,1555765400,17757
25/01/2013,17736,17876,17663,17727,2332386500,17727
28/01/2013,17802,17925,17756,17897,1716302200,17897
29/01/2013,17887,17937,17733,17892,1217094600,17892
30/01/2013,17969,17984,17252,17290,1360258300,17290
31/01/2013,17331,17520,17080,17439,1359877200,17439
1/02/2013,17412,17558,17131,17319,1398435100,17319
4/02/2013,17284,17285,16539,16539,1244961800,16539
5/02/2013,16485,16803,16417,16712,1192465700,16712
6/02/2013,16708,16805,16408,16603,1306301900,16603
7/02/2013,16636,16828,16396,16401,1385162300,16401
8/02/2013,16415,16638,16378,16631,1066906800,16631
11/02/2013,16606,16695,16467,16530,914334500,16530
12/02/2013,16474,16661,16369,16644,866931100,16644
13/02/2013,16701,16793,16570,16712,833679600,16712
14/02/2013,16674,16814,16493,16545,756583400,16545
15/02/2013,16536,16655,16471,16490,616596300,16490
18/02/2013,16434,16481,16336,16406,528335900,16406
19/02/2013,16367,16688,16365,16664,704981700,16664
20/02/2013,16637,16728,16507,16528,652652700,16528
21/02/2013,16376,16391,16010,16010,905497900,16010
22/02/2013,16056,16312,16054,16233,769930300,16233
25/02/2013,16325,16884,16131,16352,1391728400,16352
26/02/2013,16095,16122,15530,15552,1581231600,15552
27/02/2013,15658,15827,15466,15827,861044200,15827
28/02/2013,15905,15928,15721,15921,804148900,15921
1/03/2013,15858,15906,15557,15675,769410700,15675
4/03/2013,15542,15697,15407,15542,686692000,15542
5/03/2013,15664,15974,15661,15974,722822100,15974
6/03/2013,15980,16078,15892,15900,748020100,15900
7/03/2013,15965,16038,15887,15947,927155000,15947
8/03/2013,16030,16259,16015,16204,811085700,16204
11/03/2013,16040,16147,16022,16092,528498700,16092
12/03/2013,16068,16229,15987,16024,683812300,16024
13/03/2013,15996,16006,15722,15745,798241000,15745
14/03/2013,15900,16131,15871,16131,905645900,16131
15/03/2013,16177,16233,16001,16061,1115985500,16061
18/03/2013,15619,15968,15591,15924,876101800,15924
19/03/2013,15920,15965,15604,15671,870929900,15671
20/03/2013,15799,16016,15717,16016,877365600,16016
21/03/2013,15986,16042,15849,15936,752659500,15936
22/03/2013,15891,16192,15833,16046,730778200,16046
25/03/2013,16212,16218,15575,15644,1049713600,15644
26/03/2013,15728,15758,15418,15496,1096902700,15496
27/03/2013,15498,15511,15197,15354,1212218000,15354
28/03/2013,15307,15546,15243,15339,852882000,15339
2/04/2013,15308,15555,15224,15555,978216800,15555
3/04/2013,15484,15504,15200,15200,735065700,15200
4/04/2013,15289,15453,15079,15154,1049801800,15154
5/04/2013,15204,15293,15062,15250,931629500,15250
8/04/2013,15309,15452,15237,15243,605729800,15243
9/04/2013,15354,15442,15310,15436,783224500,15436
10/04/2013,15467,15942,15460,15929,1093376000,15929
11/04/2013,15907,16054,15888,16021,1055648900,16021
12/04/2013,15954,15986,15748,15780,949867100,15780
15/04/2013,15765,15864,15598,15629,675483400,15629
16/04/2013,15550,15720,15479,15533,817817700,15533
17/04/2013,15644,15648,15290,15384,825935100,15384
18/04/2013,15476,15628,15370,15481,849433300,15481
19/04/2013,15652,15842,15548,15761,1015386500,15761
22/04/2013,15976,16128,15888,16022,922196900,16022
23/04/2013,16033,16491,16031,16491,1134242800,16491
24/04/2013,16495,16618,16290,16563,1072971600,16563
25/04/2013,16551,16677,16470,16650,528327900,16650
26/04/2013,16620,16644,16473,16565,619429000,16565
29/04/2013,16665,16942,16663,16930,982526600,16930
30/04/2013,17033,17033,16763,16768,878345700,16768
2/05/2013,16687,16936,16448,16748,945400600,16748
3/05/2013,16812,16922,16657,16922,663027100,16922
6/05/2013,16914,16920,16805,16863,406600300,16863
7/05/2013,16928,17164,16905,17122,991211300,17122
8/05/2013,17139,17256,17072,17256,797027900,17256
9/05/2013,17191,17212,17023,17091,976520600,17091
10/05/2013,17160,17361,17158,17284,1029746200,17284
13/05/2013,17303,17376,17085,17172,694885600,17172
14/05/2013,17281,17321,17051,17315,827390500,17315
15/05/2013,17271,17493,17208,17493,1252903700,17493
16/05/2013,17467,17594,17369,17544,1179026300,17544
17/05/2013,17453,17645,17452,17605,956213200,17605
20/05/2013,17460,17515,17354,17507,638986300,17507
21/05/2013,17497,17578,17325,17427,883822700,17427
22/05/2013,17472,17591,17386,17545,865722300,17545
23/05/2013,17128,17224,17001,17008,955450900,17008
24/05/2013,17134,17150,16845,16897,749920000,16897
27/05/2013,17009,17159,16987,17159,402883300,17159
28/05/2013,17271,17549,17266,17520,812969600,17520
29/05/2013,17364,17489,17237,17237,702534700,17237
30/05/2013,17198,17440,17194,17351,751150300,17351
31/05/2013,17404,17405,17109,17214,1242599400,17214
3/06/2013,17097,17289,17019,17058,844024900,17058
4/06/2013,17193,17290,17082,17136,673438600,17136
5/06/2013,17021,17270,16968,16971,1019023700,16971
6/06/2013,16985,17047,16525,16525,1283924500,16525
7/06/2013,16590,16747,16417,16691,958310800,16691
10/06/2013,16680,16768,16458,16556,826425700,16556
11/06/2013,16507,16507,16114,16287,918434400,16287
12/06/2013,16252,16378,15992,16024,808710200,16024
13/06/2013,15787,16120,15765,16116,928033600,16116
14/06/2013,16181,16228,16020,16153,686166900,16153
17/06/2013,16151,16301,15956,16194,659252100,16194
18/06/2013,16141,16321,16107,16198,584940000,16198
19/06/2013,16259,16304,16046,16046,597510100,16046
20/06/2013,15812,15952,15505,15549,954048200,15549
21/06/2013,15539,15693,15255,15255,1107780500,15255
24/06/2013,15133,15268,14901,15112,853681200,15112
25/06/2013,15275,15309,15004,15057,842356300,15057
26/06/2013,15084,15396,15009,15363,795195900,15363
27/06/2013,15400,15551,15297,15430,612699700,15430
28/06/2013,15497,15546,15195,15239,608492300,15239
1/07/2013,15359,15553,15217,15460,510628100,15460
2/07/2013,15500,15515,15278,15366,450100000,15366
3/07/2013,15194,15317,15024,15283,686521500,15283
4/07/2013,15379,15808,15290,15808,698247600,15808
5/07/2013,15789,15902,15534,15534,667859600,15534
8/07/2013,15624,15826,15564,15800,543624100,15800
9/07/2013,15867,15984,15678,15791,672587800,15791
10/07/2013,15711,15783,15570,15677,567219000,15677
11/07/2013,15905,15916,15642,15677,549811300,15677
12/07/2013,15702,15727,15398,15431,697871000,15431
15/07/2013,15482,15597,15439,15597,478678500,15597
16/07/2013,15602,15664,15493,15530,691422500,15530
17/07/2013,15573,15779,15407,15695,654986400,15695
18/07/2013,15659,16111,15633,16054,872943400,16054
19/07/2013,15985,16164,15975,16124,697097800,16124
22/07/2013,16150,16267,16123,16234,460809400,16234
23/07/2013,16269,16447,16224,16239,685876800,16239
24/07/2013,16274,16454,16254,16443,552832800,16443
25/07/2013,16442,16465,16262,16432,525143500,16432
26/07/2013,16475,16539,16367,16422,471587400,16422
29/07/2013,16477,16501,16255,16276,508222800,16276
30/07/2013,16316,16562,16286,16543,490636200,16543
31/07/2013,16515,16549,16436,16482,555745400,16482
1/08/2013,16563,16819,16562,16819,641936500,16819
2/08/2013,16834,16867,16653,16779,714251500,16779
5/08/2013,16787,16845,16676,16757,447955100,16757
6/08/2013,16767,16878,16605,16683,622089100,16683
7/08/2013,16641,16868,16580,16838,597918300,16838
8/08/2013,16863,17147,16862,17147,781434800,17147
9/08/2013,17157,17222,17043,17187,708787700,17187
12/08/2013,17212,17267,17049,17263,436595400,17263
13/08/2013,17334,17405,17279,17380,719707600,17380
14/08/2013,17414,17463,17285,17463,615564800,17463
16/08/2013,17352,17685,17338,17678,884519900,17678
19/08/2013,17661,17690,17239,17243,959437500,17243
20/08/2013,17191,17212,16885,17000,798413900,17000
21/08/2013,17064,17160,16838,16878,612571000,16878
22/08/2013,16903,17330,16902,17310,669055000,17310
23/08/2013,17325,17371,17184,17342,514647200,17342
26/08/2013,17302,17302,16906,16978,559411800,16978
27/08/2013,16905,17065,16532,16580,734465000,16580
28/08/2013,16586,16780,16504,16743,682490400,16743
29/08/2013,16826,16926,16742,16905,618364400,16905
30/08/2013,16882,16887,16682,16682,761270000,16682
2/09/2013,16807,16990,16801,16989,626145700,16989
3/09/2013,17039,17075,16830,16941,653887400,16941
4/09/2013,16960,16983,16578,16712,725821200,16712
5/09/2013,16776,16878,16646,16843,1039305400,16843
6/09/2013,16864,17092,16768,17047,956994600,17047
9/09/2013,17049,17245,17011,17245,790784200,17245
10/09/2013,17309,17392,17143,17332,1084599300,17332
11/09/2013,17345,17595,17344,17563,1094897600,17563
12/09/2013,17545,17630,17382,17523,827711000,17523
13/09/2013,17475,17557,17423,17548,552292700,17548
16/09/2013,17666,17758,17637,17732,590994500,17732
17/09/2013,17687,17782,17599,17752,622716000,17752
18/09/2013,17748,17879,17729,17805,672753000,17805
19/09/2013,18086,18095,17957,18059,946420300,18059
20/09/2013,18080,18087,17954,17970,897076100,17970
23/09/2013,17908,18027,17857,17913,859095000,17913
24/09/2013,17939,18086,17906,18065,1152544300,18065
25/09/2013,17987,18143,17977,18089,951198500,18089
26/09/2013,18051,18069,17691,17873,1249239900,17873
27/09/2013,17880,17890,17641,17646,734586900,17646
30/09/2013,17353,17457,17200,17435,1091968700,17435
1/10/2013,17481,17977,17475,17977,1035076300,17977
2/10/2013,17943,18304,17910,18098,1564863800,18098
3/10/2013,18207,18231,18012,18018,840793600,18018
4/10/2013,18066,18341,18006,18304,1182155800,18304
7/10/2013,18248,18449,18195,18426,1077381300,18426
8/10/2013,18414,18541,18342,18373,1287282500,18373
9/10/2013,18350,18640,18350,18552,1247892800,18552
10/10/2013,18673,18935,18636,18837,1400746200,18837
11/10/2013,18981,18982,18779,18883,981755100,18883
14/10/2013,18849,18991,18779,18918,712377700,18918
15/10/2013,18977,19073,18849,18999,826472900,18999
16/10/2013,19011,19289,19008,19275,1233183600,19275
17/10/2013,19277,19277,19069,19198,967871200,19198
18/10/2013,19276,19302,19094,19271,928954100,19271
21/10/2013,19247,19333,19156,19263,726100500,19263
22/10/2013,19244,19474,19222,19372,892887100,19372
23/10/2013,19283,19291,18889,18911,1023395500,18911
24/10/2013,19017,19153,18810,19153,896111400,19153
25/10/2013,19068,19071,18834,18875,913523200,18875
28/10/2013,18958,19010,18663,18829,808793500,18829
29/10/2013,18817,19257,18813,19257,950959300,19257
30/10/2013,19307,19501,19085,19167,907049400,19167
31/10/2013,19107,19352,19095,19352,901354500,19352
1/11/2013,19349,19369,19164,19164,557759000,19164
4/11/2013,19231,19338,19162,19311,645854100,19311
5/11/2013,19373,19400,19032,19092,832372200,19092
6/11/2013,19174,19290,19167,19263,635621700,19263
7/11/2013,19239,19483,18773,18863,1175865500,18863
8/11/2013,18798,18964,18715,18962,1571421800,18962
11/11/2013,19023,19108,18894,19108,567350900,19108
12/11/2013,19086,19215,18975,19005,665229700,19005
13/11/2013,18911,19061,18688,18733,854908900,18733
14/11/2013,18910,18914,18492,18761,774333000,18761
15/11/2013,18798,18822,18562,18687,733840300,18687
18/11/2013,18644,19116,18578,19105,713765200,19105
19/11/2013,19005,19064,18767,18767,547924100,18767
20/11/2013,18738,18857,18601,18728,578417800,18728
21/11/2013,18661,18857,18556,18842,622267500,18842
22/11/2013,18857,18886,18721,18822,523288700,18822
25/11/2013,18923,18934,18700,18784,896311000,18784
26/11/2013,18775,18853,18618,18774,1364120000,18774
27/11/2013,18815,19008,18793,18925,835761700,18925
28/11/2013,18933,19153,18918,19099,646854100,19099
29/11/2013,19091,19179,19022,19022,722977500,19022
2/12/2013,19011,19055,18733,18733,553835000,18733
3/12/2013,18753,18793,18367,18367,724258100,18367
4/12/2013,18417,18487,18152,18313,916548900,18313
5/12/2013,18287,18392,17993,17993,981988100,17993
6/12/2013,18055,18159,17793,18124,1110697400,18124
9/12/2013,18144,18292,18081,18286,620329400,18286
10/12/2013,18248,18371,18175,18237,650937300,18237
11/12/2013,18204,18278,17944,17974,593074500,17974
12/12/2013,17908,17957,17749,17805,603301000,17805
13/12/2013,17813,17950,17784,17806,574028100,17806
16/12/2013,17811,18222,17780,18222,653563400,18222
17/12/2013,18132,18206,17923,17925,624196900,17925
18/12/2013,18022,18161,17949,18132,615356400,18132
19/12/2013,18310,18454,18279,18454,1139187200,18454
20/12/2013,18454,18613,18361,18566,1338911800,18566
23/12/2013,18616,18697,18554,18697,638267000,18697
27/12/2013,18801,18957,18764,18957,634643900,18957
30/12/2013,18935,19025,18922,18968,729589000,18968
2/01/2014,19080,19197,18886,18930,707958300,18930
3/01/2014,19003,19163,18951,19113,869127600,19113
6/01/2014,19096,19304,19096,19234,583357700,19234
7/01/2014,19263,19500,19190,19469,1190706600,19469
8/01/2014,19509,19641,19383,19436,1401698000,19436
9/01/2014,19480,19719,19340,19503,1292158000,19503
10/01/2014,19602,19665,19497,19569,868428600,19569
13/01/2014,19677,19742,19594,19697,702666500,19697
14/01/2014,19542,19749,19467,19730,910241600,19730
15/01/2014,19796,20071,19796,20046,1253782700,20046
16/01/2014,20059,20065,19841,19876,1164977100,19876
17/01/2014,19881,20027,19796,19969,990002000,19969
20/01/2014,19944,19999,19884,19973,693377400,19973
21/01/2014,20064,20168,19993,19996,833177000,19996
22/01/2014,20115,20175,19821,19958,914973100,19958
23/01/2014,19937,20103,19770,19815,776157600,19815
24/01/2014,19829,19875,19359,19359,1210968600,19359
27/01/2014,19357,19420,19087,19274,1189465300,19274
28/01/2014,19369,19488,19304,19448,954786300,19448
29/01/2014,19580,19740,19090,19337,1119217300,19337
30/01/2014,19282,19508,19204,19412,804980900,19412
31/01/2014,19450,19469,19069,19418,770378200,19418
3/02/2014,19412,19520,18907,18907,854881800,18907
4/02/2014,18810,19075,18789,19020,868862300,19020
5/02/2014,19019,19178,18930,19070,839815600,19070
6/02/2014,19189,19504,19119,19504,1052060400,19504
7/02/2014,19560,19706,19432,19692,996498500,19692
10/02/2014,19775,19779,19573,19683,653862100,19683
11/02/2014,19736,19887,19705,19887,832165100,19887
12/02/2014,19899,20254,19853,20145,913104400,20145
13/02/2014,20110,20114,19814,20110,724341300,20110
14/02/2014,20168,20485,20149,20436,852568300,20436
17/02/2014,20473,20584,20399,20459,519776500,20459
18/02/2014,20531,20580,20268,20478,765973000,20478
19/02/2014,20447,20518,20275,20438,616417500,20438
20/02/2014,20194,20452,20155,20452,651972400,20452
21/02/2014,20496,20520,20353,20391,578861700,20391
24/02/2014,20338,20477,20231,20477,493135000,20477
25/02/2014,20428,20476,20336,20473,595975800,20473
26/02/2014,20483,20529,20350,20398,612937800,20398
27/02/2014,20395,20443,20137,20320,854333800,20320
28/02/2014,20327,20442,20226,20442,741894400,20442
3/03/2014,19983,20237,19759,19759,997127800,19759
4/03/2014,19990,20475,19986,20475,1045913400,20475
5/03/2014,20416,20799,20401,20756,2376524500,20756
6/03/2014,20835,20970,20754,20838,2676921000,20838
7/03/2014,20852,20876,20625,20634,1485747700,20634
10/03/2014,20620,20847,20564,20753,1063869500,20753
11/03/2014,20821,20984,20694,20833,1213246200,20833
12/03/2014,20744,20845,20644,20781,1573583400,20781
13/03/2014,20856,20971,20591,20591,1254760500,20591
14/03/2014,20430,20579,20111,20346,1671211800,20346
17/03/2014,20415,20858,20415,20858,1142747100,20858
18/03/2014,20832,21179,20726,21038,1592187700,21038
19/03/2014,21034,21079,20915,20976,1949409500,20976
20/03/2014,20820,21101,20810,21094,1280745300,21094
21/03/2014,21098,21204,20972,20972,1397118800,20972
24/03/2014,20951,21049,20626,20626,959650000,20626
25/03/2014,20736,20928,20665,20823,819387000,20823
26/03/2014,20899,21108,20857,21108,931598200,21108
27/03/2014,21047,21173,21011,21173,786058700,21173
