Index,FTSEMIB.MI.Open,FTSEMIB.MI.High,FTSEMIB.MI.Low,FTSEMIB.MI.Close,FTSEMIB.MI.Volume,FTSEMIB.MI.Adjusted
26/07/2005,33567,33694,33416,33630,534446900,33630
27/07/2005,33648,33754,33623,33658,528291300,33658
28/07/2005,33736,33813,33707,33774,415902700,33774
29/07/2005,33859,33896,33614,33693,452213200,33693
1/08/2005,33704,33782,33571,33617,387058700,33617
2/08/2005,33675,33931,33638,33931,424414700,33931
3/08/2005,33938,33957,33795,33896,364275900,33896
4/08/2005,33846,33864,33492,33501,440438700,33501
5/08/2005,33371,33582,33335,33335,417489200,33335
8/08/2005,33381,33618,33381,33547,326601000,33547
9/08/2005,33532,33753,33495,33753,386616200,33753
10/08/2005,33786,34043,33786,34027,471667900,34027
11/08/2005,33941,34024,33822,33922,327332300,33922
12/08/2005,34086,34086,33783,33783,251864500,33783
15/08/2005,33783,33783,33783,33783,0,33783
16/08/2005,33867,33867,33534,33600,270624000,33600
17/08/2005,33531,33584,33348,33495,286223200,33495
18/08/2005,33489,33489,33201,33234,249355900,33234
19/08/2005,33329,33724,33275,33724,324642000,33724
22/08/2005,33725,33812,33701,33733,241326700,33733
23/08/2005,33648,33648,33428,33428,317534300,33428
24/08/2005,33387,33665,33351,33647,418516800,33647
25/08/2005,33490,33534,33396,33396,375246400,33396
26/08/2005,33404,33546,33063,33073,356753800,33073
29/08/2005,32997,33244,32980,33207,266304600,33207
30/08/2005,33292,33337,33115,33144,315809400,33144
31/08/2005,33174,33520,33174,33520,459770500,33520
1/09/2005,33607,33768,33605,33684,452507600,33684
2/09/2005,33653,33769,33592,33667,345733100,33667
5/09/2005,33669,33811,33669,33805,359916000,33805
6/09/2005,33817,33987,33803,33987,587881600,33987
7/09/2005,34068,34114,33931,34092,545887000,34092
8/09/2005,34085,34218,34046,34166,528944900,34166
9/09/2005,34222,34291,34074,34233,373005500,34233
12/09/2005,34442,34442,34258,34288,488465500,34288
13/09/2005,34287,34287,34052,34074,474633900,34074
14/09/2005,34085,34338,34085,34320,708348500,34320
15/09/2005,34296,34411,34245,34286,528892700,34286
16/09/2005,34407,34602,34407,34538,927297800,34538
19/09/2005,34538,34590,34367,34527,392531800,34527
20/09/2005,34568,34665,34485,34555,430820700,34555
21/09/2005,34495,34574,34386,34419,720049500,34419
22/09/2005,34345,34357,34133,34179,585444500,34179
23/09/2005,34265,34322,34148,34238,398852200,34238
26/09/2005,34406,34692,34406,34692,509412500,34692
27/09/2005,34673,34752,34576,34600,562737600,34600
28/09/2005,34664,34914,34664,34871,733943700,34871
29/09/2005,34894,34948,34748,34773,860595900,34773
30/09/2005,34981,34995,34687,34775,504174400,34775
3/10/2005,34851,34878,34771,34874,528285900,34874
4/10/2005,34883,34883,34581,34654,772166100,34654
5/10/2005,34459,34459,34136,34136,582813700,34136
6/10/2005,33859,33928,33642,33867,581289700,33867
7/10/2005,33699,33873,33557,33620,477801900,33620
10/10/2005,33781,33990,33635,33635,400840600,33635
11/10/2005,33683,33804,33559,33602,506896000,33602
12/10/2005,33499,33668,33403,33403,515464800,33403
13/10/2005,33365,33474,32947,33066,553745500,33066
14/10/2005,33270,33382,32932,33214,568752700,33214
17/10/2005,33372,33410,33176,33219,423256300,33219
18/10/2005,33304,33307,32857,32859,596113800,32859
19/10/2005,32647,32741,32238,32279,697974500,32279
20/10/2005,32682,32753,32244,32336,509595100,32336
21/10/2005,32033,32527,32033,32454,493893400,32454
24/10/2005,32501,32778,32352,32778,366630500,32778
25/10/2005,32947,32948,32664,32664,414453900,32664
26/10/2005,32789,32972,32641,32827,524775700,32827
27/10/2005,32688,32705,32080,32114,663407700,32114
28/10/2005,32058,32314,31732,32183,656716000,32183
31/10/2005,32183,32782,32183,32782,493611100,32782
1/11/2005,32708,32896,32648,32742,340858300,32742
2/11/2005,32730,32937,32568,32937,570812000,32937
3/11/2005,33119,33389,33021,33366,620272800,33366
4/11/2005,33334,33433,33238,33337,547986700,33337
7/11/2005,33369,33533,33179,33454,414461400,33454
8/11/2005,33503,33567,33193,33334,492681900,33334
9/11/2005,33333,33506,33181,33429,557840100,33429
10/11/2005,33516,33557,33240,33352,593630800,33352
11/11/2005,33607,33740,33534,33740,667874300,33740
14/11/2005,33770,33864,33642,33690,607720100,33690
15/11/2005,33685,33802,33577,33739,780587300,33739
16/11/2005,33673,33743,33578,33684,505024300,33684
17/11/2005,33811,33973,33809,33888,531600700,33888
18/11/2005,34210,34210,33946,34030,548713800,34030
21/11/2005,34071,34192,33973,34150,401008500,34150
22/11/2005,34200,34216,34080,34203,569208100,34203
23/11/2005,34276,34411,34163,34411,636993400,34411
24/11/2005,34423,34485,34313,34360,462830300,34360
25/11/2005,34393,34463,34349,34436,433291200,34436
28/11/2005,34527,34639,34256,34256,431013200,34256
29/11/2005,34101,34406,34101,34307,557279200,34307
30/11/2005,34254,34272,34090,34090,407911400,34090
1/12/2005,34152,34585,34152,34585,409676200,34585
2/12/2005,34705,34748,34618,34745,469254400,34745
5/12/2005,34777,34845,34559,34650,422454700,34650
6/12/2005,34652,34898,34651,34806,516394300,34806
7/12/2005,34873,34955,34706,34790,601264200,34790
8/12/2005,34675,34868,34623,34868,299425400,34868
9/12/2005,34817,34864,34679,34811,307912200,34811
12/12/2005,34916,35046,34833,34886,440861300,34886
13/12/2005,34916,34996,34831,34972,506522000,34972
14/12/2005,35019,35032,34887,35002,444913800,35002
15/12/2005,35024,35100,34923,35021,415507000,35021
16/12/2005,34906,35287,34906,35286,1042073100,35286
19/12/2005,35286,35377,35188,35347,609614400,35347
20/12/2005,35292,35571,35269,35538,550556300,35538
21/12/2005,35604,35803,35596,35803,430481900,35803
22/12/2005,35780,35846,35733,35836,367022700,35836
23/12/2005,35911,35958,35697,35740,301071700,35740
26/12/2005,35740,35740,35740,35740,0,35740
27/12/2005,35772,35898,35732,35845,191299200,35845
28/12/2005,35815,35922,35731,35866,292210800,35866
29/12/2005,35949,36056,35927,35957,252546900,35957
30/12/2005,35887,35921,35628,35704,235541700,35704
2/01/2006,35756,35999,35741,35962,169091100,35962
3/01/2006,36043,36259,35975,36093,473320600,36093
4/01/2006,36337,36371,36205,36336,554548200,36336
5/01/2006,36387,36387,36080,36085,606842900,36085
6/01/2006,36121,36365,36046,36365,295745500,36365
9/01/2006,36450,36511,36167,36227,514599700,36227
10/01/2006,36208,36286,36034,36147,513565700,36147
11/01/2006,36283,36555,36283,36548,682872500,36548
12/01/2006,36503,36707,36454,36661,606456000,36661
13/01/2006,36565,36592,36215,36265,600759100,36265
16/01/2006,36247,36650,36246,36626,488326300,36626
17/01/2006,36454,36479,36319,36352,740632300,36352
18/01/2006,35987,36118,35785,36024,710670700,36024
19/01/2006,36239,36278,36053,36086,580594300,36086
20/01/2006,36183,36316,35681,35681,647810700,35681
23/01/2006,35498,35802,35395,35787,533722600,35787
24/01/2006,35792,35831,35598,35652,550813700,35652
25/01/2006,35764,35970,35718,35929,570129500,35929
26/01/2006,36013,36487,36013,36487,562143600,36487
27/01/2006,36733,36789,36495,36701,476793000,36701
30/01/2006,36667,36778,36613,36666,397605700,36666
31/01/2006,36739,36837,36522,36654,530234400,36654
1/02/2006,36589,37010,36520,36967,609422100,36967
2/02/2006,37000,37071,36472,36472,530223800,36472
3/02/2006,36539,36638,36187,36408,577562400,36408
6/02/2006,36606,36973,36589,36862,622050400,36862
7/02/2006,36919,37057,36598,36711,729282300,36711
8/02/2006,36436,36748,36305,36650,639084000,36650
9/02/2006,36876,37071,36848,37071,525368500,37071
10/02/2006,36946,37098,36702,36718,466209000,36718
13/02/2006,36730,36964,36674,36964,372699300,36964
14/02/2006,36986,37046,36690,36866,449811500,36866
15/02/2006,36930,36985,36800,36933,449714700,36933
16/02/2006,36961,37234,36948,37234,545843700,37234
17/02/2006,37438,37517,37167,37401,550064900,37401
20/02/2006,37403,37624,37364,37594,433005100,37594
21/02/2006,37677,37917,37597,37688,651152400,37688
22/02/2006,37647,38076,37621,38076,613961000,38076
23/02/2006,38123,38185,37875,37972,561906500,37972
24/02/2006,37964,38173,37949,38121,491480700,38121
27/02/2006,38170,38322,38158,38322,505753000,38322
28/02/2006,38283,38330,37622,37650,647467600,37650
1/03/2006,37651,37809,37491,37809,605718500,37809
2/03/2006,37892,37980,37236,37330,550452900,37330
3/03/2006,37421,37632,37154,37390,510498100,37390
6/03/2006,37661,37809,37618,37721,625291300,37721
7/03/2006,37592,37592,37332,37515,704147400,37515
8/03/2006,37547,37597,37008,37358,689372000,37358
9/03/2006,37616,37678,37502,37657,592015300,37657
10/03/2006,37564,37927,37560,37927,623500600,37927
13/03/2006,38039,38229,38006,38195,561873100,38195
14/03/2006,38137,38353,38021,38343,494903700,38343
15/03/2006,38498,38531,38390,38491,616740200,38491
16/03/2006,38526,38603,38372,38534,467462300,38534
17/03/2006,38680,38790,38284,38364,730831100,38364
20/03/2006,38364,38686,38364,38489,445139100,38489
21/03/2006,38518,38602,38175,38602,676435700,38602
22/03/2006,38450,38581,38409,38519,729492500,38519
23/03/2006,38653,38653,38117,38242,688588900,38242
24/03/2006,38280,38289,38054,38178,560627100,38178
27/03/2006,38185,38187,37711,37711,500175400,37711
28/03/2006,37702,37883,37377,37445,663233200,37445
29/03/2006,37486,37720,37278,37700,516172100,37700
30/03/2006,37881,38251,37817,38206,524925100,38206
31/03/2006,38101,38252,37828,37928,441891200,37928
3/04/2006,38115,38280,38033,38280,405116000,38280
4/04/2006,38172,38247,37999,38039,475384000,38039
5/04/2006,38039,38440,38010,38440,696626200,38440
6/04/2006,38526,38606,38313,38405,589535600,38405
7/04/2006,38384,38561,37970,37989,699923700,37989
10/04/2006,37947,38496,37884,38496,581903800,38496
11/04/2006,38181,38284,37610,37657,856989300,37657
12/04/2006,37629,37871,37289,37740,891319600,37740
13/04/2006,37798,37854,37510,37677,708491900,37677
18/04/2006,37650,37650,37405,37511,601926600,37511
19/04/2006,37886,38047,37799,38047,740804500,38047
20/04/2006,38045,38491,38045,38350,927843900,38350
21/04/2006,38345,38580,38345,38495,602315600,38495
24/04/2006,38148,38257,38027,38037,642386200,38037
25/04/2006,38094,38276,38034,38078,399865900,38078
26/04/2006,38181,38408,38171,38341,622405700,38341
27/04/2006,38389,38403,37821,38131,850583100,38131
28/04/2006,38069,38069,37732,37773,659935200,37773
2/05/2006,37864,38173,37856,38173,461546000,38173
3/05/2006,38266,38384,37825,37910,611861400,37910
4/05/2006,37909,38179,37779,38136,618988500,38136
5/05/2006,38181,38399,38066,38399,489453600,38399
8/05/2006,38430,38663,38430,38552,585049600,38552
9/05/2006,38571,38765,38505,38765,564184900,38765
10/05/2006,38675,38896,38642,38642,883367200,38642
11/05/2006,38705,38885,38523,38523,711758200,38523
12/05/2006,38391,38591,37939,37939,1130400400,37939
15/05/2006,37782,37792,37234,37472,1045595800,37472
16/05/2006,37500,37723,37343,37540,913466200,37540
17/05/2006,37693,37711,36471,36471,889944700,36471
18/05/2006,36609,36810,36291,36436,876613200,36436
19/05/2006,36357,36770,36357,36643,681164700,36643
22/05/2006,36123,36123,35206,35264,779890700,35264
23/05/2006,35500,36042,35358,35906,815326200,35906
24/05/2006,35749,35872,35412,35672,794137900,35672
25/05/2006,35788,36191,35503,36191,663990200,36191
26/05/2006,36457,36617,36226,36617,684684700,36617
29/05/2006,36639,36648,36507,36592,312175900,36592
30/05/2006,36609,36661,35793,35796,692009000,35796
31/05/2006,35575,36473,35508,36450,751843000,36450
1/06/2006,36420,36593,36182,36593,579155500,36593
2/06/2006,36863,36941,36487,36529,438577900,36529
5/06/2006,36607,36684,36310,36462,380712300,36462
6/06/2006,36044,36221,35723,35788,810163900,35788
7/06/2006,35994,36256,35748,36121,782213500,36121
8/06/2006,35553,35766,35306,35306,934790900,35306
9/06/2006,35903,35903,35587,35826,540245400,35826
12/06/2006,35784,35924,35423,35423,691857500,35423
13/06/2006,34940,35125,34695,34928,873836900,34928
14/06/2006,34988,35091,34655,34850,643876400,34850
15/06/2006,35123,35521,35041,35521,676686800,35521
16/06/2006,35962,35962,35212,35228,947352800,35228
19/06/2006,35228,35351,35053,35152,391094500,35152
20/06/2006,34948,35356,34884,35356,595836100,35356
21/06/2006,35403,35500,35105,35500,523230300,35500
22/06/2006,35817,35822,35422,35615,539257300,35615
23/06/2006,35634,35806,35532,35737,538062500,35737
26/06/2006,35858,35869,35472,35588,563926300,35588
27/06/2006,35736,35764,35392,35393,575070700,35393
28/06/2006,35309,35629,35237,35515,469369200,35515
29/06/2006,35723,36059,35615,36042,505490000,36042
30/06/2006,36441,36484,36225,36444,469834600,36444
3/07/2006,36511,36666,36381,36666,391475600,36666
4/07/2006,36652,36738,36523,36738,319974700,36738
5/07/2006,36594,36666,36163,36207,447199300,36207
6/07/2006,36298,36569,36298,36534,432523400,36534
7/07/2006,36434,36529,36179,36434,426574000,36434
10/07/2006,36425,36640,36232,36588,288522200,36588
11/07/2006,36444,36579,36165,36210,367839800,36210
12/07/2006,36349,36537,36216,36298,372760500,36298
13/07/2006,36151,36151,35732,35774,492248500,35774
14/07/2006,35524,35865,35445,35445,402721700,35445
17/07/2006,35547,35578,35084,35286,427184600,35286
18/07/2006,35297,35417,35129,35183,367958000,35183
19/07/2006,35317,35980,35240,35980,438192000,35980
20/07/2006,36070,36134,35754,35887,404258100,35887
21/07/2006,35700,35832,35520,35592,381952900,35592
24/07/2006,35642,36175,35642,36154,341759400,36154
25/07/2006,36242,36243,35948,36035,445917000,36035
26/07/2006,36084,36245,36067,36206,460517900,36206
27/07/2006,36328,36515,36291,36499,410148100,36499
28/07/2006,36381,36720,36333,36720,390832800,36720
31/07/2006,36690,36711,36552,36606,309874500,36606
1/08/2006,36636,36722,36238,36292,380726700,36292
2/08/2006,36451,36738,36405,36738,401595600,36738
3/08/2006,36805,36805,36363,36474,390091800,36474
4/08/2006,36603,36905,36547,36896,562625800,36896
7/08/2006,36625,36690,36490,36508,339428800,36508
8/08/2006,36683,36751,36564,36633,328579100,36633
9/08/2006,36656,36853,36401,36851,461943900,36851
10/08/2006,36583,36672,36271,36651,461959100,36651
11/08/2006,36692,36794,36545,36644,347803700,36644
14/08/2006,36791,36896,36718,36880,169664100,36880
16/08/2006,37168,37347,37070,37335,396398300,37335
17/08/2006,37341,37522,37257,37501,361270400,37501
18/08/2006,37583,37663,37444,37549,345630800,37549
21/08/2006,37536,37596,37401,37439,263133500,37439
22/08/2006,37591,37605,37290,37581,389035400,37581
23/08/2006,37579,37579,37222,37283,318525200,37283
24/08/2006,37262,37808,37176,37671,706481200,37671
25/08/2006,37735,37864,37590,37718,672749500,37718
28/08/2006,37685,37824,37503,37807,387003800,37807
29/08/2006,37841,37945,37692,37800,460256000,37800
30/08/2006,37906,38065,37838,37993,567210600,37993
31/08/2006,38036,38047,37874,37938,488016300,37938
1/09/2006,37976,38231,37976,38159,472730200,38159
4/09/2006,38270,38275,38101,38218,529895000,38218
5/09/2006,38236,38247,37989,38135,743956600,38135
6/09/2006,38137,38174,37786,37829,515657200,37829
7/09/2006,37674,37774,37583,37622,484718900,37622
8/09/2006,37739,37852,37709,37815,658318900,37815
11/09/2006,37645,37723,37537,37684,734998800,37684
12/09/2006,37772,37944,37439,37920,969980500,37920
13/09/2006,38054,38054,37843,37981,758831600,37981
14/09/2006,38018,38129,37838,37929,685860400,37929
15/09/2006,37872,37988,37674,37892,949951200,37892
18/09/2006,37961,38051,37802,37927,699665100,37927
19/09/2006,37972,38010,37540,37679,525612900,37679
20/09/2006,37631,38126,37592,38088,536728500,38088
21/09/2006,38093,38311,38006,38243,617041500,38243
22/09/2006,38036,38126,37773,37855,506243000,37855
25/09/2006,37928,38014,37699,37880,715096100,37880
26/09/2006,38072,38236,37999,38216,592645700,38216
27/09/2006,38368,38368,38146,38329,553310000,38329
28/09/2006,38372,38522,38287,38428,530270800,38428
29/09/2006,38445,38604,38445,38475,442235300,38475
2/10/2006,38569,38647,38335,38444,451669200,38444
3/10/2006,38364,38399,38139,38399,496346800,38399
4/10/2006,38433,38707,38379,38707,611881800,38707
5/10/2006,38940,39010,38846,38958,604227700,38958
6/10/2006,38972,39037,38801,38955,487335400,38955
9/10/2006,38909,39090,38851,39082,376546000,39082
10/10/2006,39146,39363,39114,39323,607816200,39323
11/10/2006,39252,39536,39170,39489,828883800,39489
12/10/2006,39466,39625,39452,39604,834185400,39604
13/10/2006,39604,39687,39423,39580,626641400,39580
16/10/2006,39674,39742,39598,39650,594421100,39650
17/10/2006,39618,39618,39122,39139,701940000,39139
18/10/2006,39315,39606,39299,39479,690401200,39479
19/10/2006,39368,39537,39280,39439,656471000,39439
20/10/2006,39746,39746,39366,39469,632356100,39469
23/10/2006,39377,39433,39082,39381,438093500,39381
24/10/2006,39373,39444,39196,39298,555362900,39298
25/10/2006,39273,39449,39272,39407,720083700,39407
26/10/2006,39529,39623,39251,39302,796798600,39302
27/10/2006,39344,39467,39198,39333,558079300,39333
30/10/2006,39108,39404,38969,39382,555233400,39382
31/10/2006,39315,39615,39315,39558,752768100,39558
1/11/2006,39577,39825,39530,39753,445715800,39753
2/11/2006,39591,39813,39433,39582,708768500,39582
3/11/2006,39676,39942,39626,39811,552255100,39811
6/11/2006,39926,40209,39926,40209,631069500,40209
7/11/2006,40260,40331,40147,40331,643928700,40331
8/11/2006,40173,40426,40160,40408,640128500,40408
9/11/2006,40463,40493,40201,40300,660877300,40300
10/11/2006,40220,40480,40214,40480,736372500,40480
13/11/2006,40465,40653,40465,40590,586202800,40590
14/11/2006,40648,40688,40351,40503,832596600,40503
15/11/2006,40684,40831,40634,40813,718032600,40813
16/11/2006,40788,40896,40742,40817,692257500,40817
17/11/2006,40853,40853,40493,40649,817201800,40649
20/11/2006,40431,40758,40331,40721,550653300,40721
21/11/2006,40698,40900,40698,40765,609787800,40765
22/11/2006,40908,41034,40820,40861,939447700,40861
23/11/2006,40956,41013,40826,40862,726148000,40862
24/11/2006,40809,40871,40426,40614,771411600,40614
27/11/2006,40578,40730,40022,40022,707671100,40022
28/11/2006,40016,40215,39823,40100,794188900,40100
29/11/2006,40298,40568,40167,40538,713061500,40538
30/11/2006,40633,40685,40270,40270,663402100,40270
1/12/2006,40388,40546,39758,39949,926567800,39949
4/12/2006,40084,40185,39956,40155,726611300,40155
5/12/2006,40259,40479,40151,40408,766395300,40408
6/12/2006,40435,40537,40305,40482,894305900,40482
7/12/2006,40458,40811,40423,40675,642007800,40675
8/12/2006,40606,40738,40447,40660,474034100,40660
11/12/2006,40820,40915,40715,40894,520456800,40894
12/12/2006,40884,40921,40792,40865,515310700,40865
13/12/2006,40793,41103,40785,41103,618338000,41103
14/12/2006,41220,41238,41029,41102,640741700,41102
15/12/2006,41285,41455,41225,41419,835377300,41419
18/12/2006,41419,41484,41312,41350,439489500,41350
19/12/2006,41167,41326,41042,41224,463340700,41224
20/12/2006,41415,41469,41315,41315,549396700,41315
21/12/2006,41258,41386,41193,41272,496795400,41272
22/12/2006,41229,41245,40841,40841,335761800,40841
27/12/2006,41101,41347,41023,41347,320845200,41347
28/12/2006,41382,41427,41298,41401,403430100,41401
29/12/2006,41425,41531,41308,41434,681496400,41434
2/01/2007,41842,42029,41774,42017,552901600,42017
3/01/2007,42045,42126,41935,42062,690323000,42062
4/01/2007,41878,41890,41682,41842,682900500,41842
5/01/2007,41779,41893,41597,41597,688156500,41597
8/01/2007,41739,41823,41451,41527,651360800,41527
9/01/2007,41680,41752,41566,41566,678680800,41566
10/01/2007,41382,41482,41234,41360,707199700,41360
11/01/2007,41506,41954,41394,41942,695694000,41942
12/01/2007,41930,42125,41881,42111,673069600,42111
15/01/2007,42290,42369,42240,42307,516427200,42307
16/01/2007,42305,42377,42090,42115,559588000,42115
17/01/2007,42151,42225,41605,41749,620721200,41749
18/01/2007,41899,42008,41647,41711,559291100,41711
19/01/2007,41715,42181,41615,42123,781363900,42123
22/01/2007,42328,42328,41983,42002,759249300,42002
23/01/2007,42069,42227,41881,42106,634720500,42106
24/01/2007,42251,42587,42231,42566,711641000,42566
25/01/2007,42616,42720,42322,42457,670857500,42457
26/01/2007,42243,42403,42091,42184,619616800,42184
29/01/2007,42219,42384,42149,42259,665595100,42259
30/01/2007,42189,42324,42027,42290,771509500,42290
31/01/2007,42278,42407,42180,42197,659200000,42197
1/02/2007,42505,42595,42457,42461,640363800,42461
2/02/2007,42596,42708,42546,42596,678892300,42596
5/02/2007,42570,42761,42503,42696,692612200,42696
6/02/2007,42732,42838,42558,42617,589286200,42617
7/02/2007,42686,42881,42659,42868,528939900,42868
8/02/2007,42885,42924,42417,42487,618359800,42487
9/02/2007,42636,42805,42636,42744,492118100,42744
12/02/2007,42616,42640,42420,42451,806102700,42451
13/02/2007,42590,42659,42491,42650,717652100,42650
14/02/2007,42764,42920,42712,42898,708423700,42898
15/02/2007,42975,42975,42761,42876,661186800,42876
16/02/2007,42859,42962,42798,42879,774942000,42879
19/02/2007,42943,43020,42873,42993,629768500,42993
20/02/2007,42986,42993,42430,42647,695895100,42647
21/02/2007,42717,42809,42205,42303,725583500,42303
22/02/2007,42417,42706,42417,42493,683387600,42493
23/02/2007,42584,42627,42378,42500,695520200,42500
26/02/2007,42580,42893,42580,42849,485991200,42849
27/02/2007,42621,42621,41608,41616,957650000,41616
28/02/2007,40946,41575,40918,41155,1153989600,41155
1/03/2007,41156,41483,40051,40686,1295211900,40686
2/03/2007,40720,40895,40255,40574,951466300,40574
5/03/2007,39858,40286,39778,40157,953086300,40157
6/03/2007,40505,40565,40299,40374,859788500,40374
7/03/2007,40528,40528,40235,40370,784861500,40370
8/03/2007,40569,40919,40523,40897,732247800,40897
9/03/2007,40855,41017,40569,40882,864137100,40882
12/03/2007,41058,41117,40613,40697,762157500,40697
13/03/2007,40756,40869,40277,40277,968802100,40277
14/03/2007,39745,39802,39290,39290,1075366100,39290
15/03/2007,39912,39917,39495,39916,1064766900,39916
16/03/2007,39955,40048,39522,39868,1121714600,39868
19/03/2007,40129,40480,40083,40480,760218800,40480
20/03/2007,40453,40519,40169,40519,694130900,40519
21/03/2007,40551,40794,40450,40719,717351500,40719
22/03/2007,41260,41568,41146,41547,913753800,41547
23/03/2007,41459,41839,41384,41816,711513500,41816
26/03/2007,41808,41908,41205,41343,691446300,41343
27/03/2007,41577,41625,41337,41337,522881100,41337
28/03/2007,41230,41365,41089,41201,624367500,41201
29/03/2007,41401,41766,41401,41766,497497900,41766
30/03/2007,41774,41970,41627,41771,556074400,41771
2/04/2007,41831,42019,41688,41990,1755125900,41990
3/04/2007,42240,42440,42181,42398,1152447500,42398
4/04/2007,42489,42494,42269,42412,1218650500,42412
5/04/2007,42433,42513,42347,42463,915994300,42463
10/04/2007,42553,42926,42464,42892,895429400,42892
11/04/2007,42888,43104,42720,42805,894096700,42805
12/04/2007,42777,42834,42538,42756,742406600,42756
13/04/2007,42856,43016,42709,43016,1189409300,43016
16/04/2007,43092,43451,43092,43440,1073028000,43440
17/04/2007,43310,43536,43158,43476,1300358500,43476
18/04/2007,43515,43515,43071,43286,1084909500,43286
19/04/2007,42916,43049,42791,42974,1153304500,42974
20/04/2007,43287,43691,43231,43549,1054126200,43549
23/04/2007,43477,43550,43379,43466,650438300,43466
24/04/2007,43467,43531,43156,43303,816685200,43303
25/04/2007,43418,43850,43418,43755,773828000,43755
26/04/2007,43991,43998,43708,43844,952479900,43844
27/04/2007,43852,43882,43514,43642,1240733800,43642
30/04/2007,43667,43890,43667,43755,897579100,43755
2/05/2007,43934,44030,43721,43836,1155233600,43836
3/05/2007,44024,44024,43560,43685,1150469800,43685
4/05/2007,43778,44025,43717,43973,931724600,43973
7/05/2007,44034,44061,43801,43948,517510400,43948
8/05/2007,43917,43917,43353,43630,1222926500,43630
9/05/2007,43838,43992,43681,43855,916515700,43855
10/05/2007,43984,44020,43433,43433,932108700,43433
11/05/2007,43257,43625,43061,43590,1179893800,43590
14/05/2007,43947,43947,43538,43629,1060638200,43629
15/05/2007,43534,44022,43502,44022,1640812300,44022
16/05/2007,43958,44015,43768,43802,1358722300,43802
17/05/2007,43802,44003,43802,43964,1339560200,43964
18/05/2007,44054,44364,44024,44364,763471800,44364
21/05/2007,43744,43744,43475,43495,1145667600,43495
22/05/2007,43598,43623,43116,43328,1054294800,43328
23/05/2007,43316,43645,43316,43567,883626500,43567
24/05/2007,43372,43447,42940,42940,1144250800,42940
25/05/2007,42835,43055,42748,43019,1132341200,43019
28/05/2007,43073,43217,42923,43166,391565500,43166
29/05/2007,43216,43226,42949,42966,848084800,42966
30/05/2007,42740,42964,42458,42964,895659700,42964
31/05/2007,43252,43308,43040,43079,830578700,43079
1/06/2007,43183,43243,42934,43010,840786100,43010
4/06/2007,42959,43056,42477,42726,846325100,42726
5/06/2007,42829,43076,42807,42931,901960100,42931
6/06/2007,42915,43021,42274,42307,827548700,42307
7/06/2007,42532,42532,41878,41926,1064175700,41926
8/06/2007,41764,41949,41520,41712,1153425400,41712
11/06/2007,42054,42054,41734,41874,767184200,41874
12/06/2007,41804,41960,41527,41683,1222528300,41683
13/06/2007,41529,42005,41448,41930,1059886300,41930
14/06/2007,42272,42631,42220,42597,841354000,42597
15/06/2007,42768,43120,42668,43099,1272408600,43099
18/06/2007,42851,42936,42630,42719,670781900,42719
19/06/2007,42771,42962,42754,42845,704491200,42845
20/06/2007,43015,43082,42719,42769,801867600,42769
21/06/2007,42529,42706,42195,42407,868665200,42407
22/06/2007,42483,42559,42151,42154,679721700,42154
25/06/2007,41922,42161,41767,42114,640870900,42114
26/06/2007,41892,41902,41584,41624,797514500,41624
27/06/2007,41506,41507,41269,41439,751016900,41439
28/06/2007,41750,41857,41640,41704,556859300,41704
29/06/2007,41820,41986,41639,41954,536915100,41954
2/07/2007,41954,42040,41709,41987,512692600,41987
3/07/2007,42183,42409,42183,42372,496657200,42372
4/07/2007,42449,42522,42391,42408,377681900,42408
5/07/2007,42523,42523,41961,42043,549041000,42043
6/07/2007,42022,42337,42022,42279,503922000,42279
9/07/2007,42407,42552,42368,42545,499480100,42545
10/07/2007,42550,42735,42003,42039,733503700,42039
11/07/2007,41773,41891,41531,41795,721308900,41795
12/07/2007,41915,42140,41671,42140,576720700,42140
13/07/2007,42472,42506,42167,42293,556604300,42293
16/07/2007,42321,42428,42224,42367,451309700,42367
17/07/2007,42269,42293,41911,42106,583226500,42106
18/07/2007,41808,42118,41685,41755,640814900,41755
19/07/2007,41982,42164,41861,42121,626252300,42121
20/07/2007,42118,42226,41473,41473,720681100,41473
23/07/2007,41517,41757,41320,41757,540896300,41757
24/07/2007,41659,41761,40966,40966,703402100,40966
25/07/2007,40703,41045,40286,40503,812798500,40503
26/07/2007,40710,40791,39671,39671,1017145000,39671
27/07/2007,39360,40039,39360,39581,991863300,39581
30/07/2007,39686,39834,39394,39539,818735200,39539
31/07/2007,39861,40266,39852,40221,916134500,40221
1/08/2007,39416,39774,39168,39401,881638900,39401
2/08/2007,39718,39785,39451,39710,763569400,39710
3/08/2007,39817,39915,39267,39375,668862200,39375
6/08/2007,39025,39400,38971,39116,610999900,39116
7/08/2007,39542,39862,39427,39862,638848500,39862
8/08/2007,40075,40670,39971,40645,808607100,40645
9/08/2007,40474,40528,39893,40056,953266200,40056
10/08/2007,39459,39728,38739,38994,1195589200,38994
13/08/2007,39390,39644,39154,39573,637822400,39573
14/08/2007,39262,39816,39136,39247,577058200,39247
16/08/2007,38345,38723,37921,37921,1081647500,37921
17/08/2007,37631,39138,37568,38712,1223077800,38712
20/08/2007,39077,39146,38875,38909,682507400,38909
21/08/2007,39015,39153,38675,38953,658341800,38953
22/08/2007,39082,39644,39082,39590,735782200,39590
23/08/2007,39882,39970,39644,39709,611609500,39709
24/08/2007,39509,40083,39509,39954,477323200,39954
